IMG_3300005837.a_Ga0078893_10002418	Eukaryota;TSAR;Alveolata;Ciliophora;Cyclotrichium_like_organism;Cyclotrichium_like_organism_X;Cyclotrichium_like_organism_XX;Cyclotrichium
IMG_3300005937.a_Ga0081455_10026344	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Farlowiella
IMG_3300005986.a_Ga0075152_10006308	Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida;Hartmannellidae;Copromyxa
IMG_3300005987.a_Ga0075158_10005075	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Tokophryidae;Tokophrya
IMG_3300005989.a_Ga0075154_10004707	Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida;Hartmannellidae;Copromyxa
IMG_3300006039.a_Ga0073915_10000365	Eukaryota;Obazoa;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha_X;Gastrotricha_XX;Chaetonotus
IMG_3300006111.a_Ga0007848_1001842	Eukaryota;Obazoa;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha_X;Gastrotricha_XX;Heterolepidoderma
IMG_3300006339.a_Ga0068481_1058409	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X
IMG_3300006339.a_Ga0068481_1098157	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X
IMG_3300007088.a_Ga0104047_1000705	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Philaenus
IMG_3300007513.a_Ga0105019_1012313	Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_3;Acantharea_3a;Acantharea_3a_X
IMG_3300007985.a_Ga0100381_1005321_1	Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Pseudovorticella
IMG_3300008108.a_Ga0114341_10034220	Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellida_CHR1;Colpodellida_CHR1_X
IMG_3300008117.a_Ga0114351_1038975	Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia;Dileptidae;Dileptidae_X
IMG_3300008261.a_Ga0114336_1021924	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Branchiopoda;Daphnia
IMG_3300008264.a_Ga0114353_1015029	Eukaryota;TSAR;Alveolata;Ciliophora;Cyclotrichium_like_organism;Cyclotrichium_like_organism_X;Cyclotrichium_like_organism_XX;Cyclotrichium
IMG_3300008264.a_Ga0114353_1023734	Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea;Prorodontida;Urotrichidae;Urotricha
IMG_3300008265.a_Ga0114361_1003919	Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX
IMG_3300008740.a_Ga0115663_1004244	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX
IMG_3300009103.a_Ga0117901_1013151	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Tholoniidae;Tholomura
IMG_3300009419.a_Ga0114982_1003260_1	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Sphaeropleales_XX
IMG_3300009436.a_Ga0115008_10017937	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X
IMG_3300009448.a_Ga0114940_10006208	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Gregarinidae;Leidyana2
IMG_3300009455.a_Ga0114939_10005707	Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX
IMG_3300009500.a_Ga0116229_10017282	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Arthropoda_X;Arthropoda_XX;Oribatida
IMG_3300009517.a_Ga0102832_1003920	Eukaryota;Obazoa;Opisthokonta;Fungi;Rozellomycota;Rozellomycota_X;Rozellomycota_XX;Rozellomycota_XXX
IMG_3300009873.a_Ga0131077_10045015	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Acinetidae_2;Acineta_1
IMG_3300010051.a_Ga0133939_1017435	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Tokophryidae;Tokophrya
IMG_3300010412.a_Ga0136852_10018684	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Acartia
IMG_3300011931.a_Ga0120814_10184	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus
IMG_3300012056.a_Ga0153925_1000003	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes_X
IMG_3300012112.a_Ga0154004_1001478	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Hyplorynchus
IMG_3300012136.a_Ga0153985_1001279	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Mattesia
IMG_3300012196.a_Ga0121041_100373	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Candida
IMG_3300012532.a_Ga0137373_10016519	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Leohumicola
IMG_3300012847.a_Ga0160445_101274	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Isaria
IMG_3300012973.a_Ga0123351_1002894	Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida;LOS7N/I-lineage;Ptolemeba
IMG_3300013105.a_Ga0157369_10012330	Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida;LOS7N/I-lineage;LOS7N/I-lineage_X
IMG_3300014695.a_Ga0121387_100589	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporon
IMG_3300014857.a_Ga0134330_10008	Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Mammalia;Mammalia_X
IMG_3300015076.a_Ga0167656_1000082_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Hyaloscypha
IMG_3300015360.a_Ga0163144_10016749	Eukaryota;Amoebozoa;Discosea;Discosea_X;Stygamoebida;Stygamoebida_X;Stygamoebida_XX;Stygamoebida_XXX
IMG_3300015360.a_Ga0163144_10052453	Eukaryota;Excavata;Discoba;Discoba_X;Heterolobosea;Tetramitia_I;Neovahlkampfiidae;Neovahlkampfia
IMG_3300016472.a_Ga0186769_100590	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Branchiopoda;Simocephalus
IMG_3300016763.a_Ga0186061_10010	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Debaryomyces
IMG_3300016826.a_Ga0186699_100044	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema
IMG_3300017902.a_Ga0190539_1007098	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda_X
IMG_3300018573.a_Ga0193572_100053	Eukaryota;TSAR;Alveolata;Ciliophora;Armophorea;Armophorea_X;ARMOP1;ARMOP1_X
IMG_3300020048.a_Ga0207193_1023394	Eukaryota;Excavata;Discoba;Discoba_X;Heterolobosea;Tetramitia_VI;Psalteriomonadidae;Sawyeria
IMG_3300020057.a_Ga0163151_10010593	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Tokophryidae;Tokophrya
IMG_3300020122.a_Ga0210602_10880081	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Monocystis
IMG_3300020140.a_Ga0179590_1000095	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Russula
IMG_3300020165.a_Ga0206125_10009869	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X
IMG_3300020165.a_Ga0206125_10009900	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X
IMG_3300020235.a_Ga0212228_1084347	Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Paradinida;Paradinidae;Paradinium
IMG_3300021055.a_Ga0206226_1000113	Eukaryota;Obazoa;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha_X;Gastrotricha_XX;Chaetonotus
IMG_3300021164.a_Ga0216247_110295	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Eudiaptomus
IMG_3300021373.a_Ga0213865_10006442	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Anomalocera
IMG_3300022205.a_Ga0224511_10010570	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Acinetidae_2;Acineta_1
IMG_3300022221.a_Ga0224506_10009671	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage_X
IMG_3300022308.a_Ga0224504_10003682	Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X;Sabatieria
IMG_3300022777.a_Ga0255014_1006335	Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Streptophyta_XX;Streptophyta_XXX;Streptophyta_XXXX;Streptophyta_XXXXX
IMG_3300023173.a_Ga0255776_10017637	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X
IMG_3300024233.a_Ga0224521_1000808_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Tetrachaetum
IMG_3300024433.a_Ga0209986_10003572	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Chloroparva
IMG_3300025232.a_Ga0208571_1001501	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Collophidiidae;Collophidium
IMG_3300025691.a_Ga0208826_1005466	Eukaryota;Obazoa;Opisthokonta;Fungi;Rozellomycota;Rozellomycota_X;Rozellomycota_XX;Rozellomycota_XXX
IMG_3300025822.a_Ga0209714_1003612	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X
IMG_3300027075.a_Ga0214467_1000466	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Lecanicillium
IMG_3300027126.a_Ga0255098_1000864	Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX
IMG_3300027226.a_Ga0208309_1000123	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Chrysaora
IMG_3300027293.a_Ga0255132_1001404	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Salpingoecidae_Group_C1;Salpingoecidae_Group_C1_X
IMG_3300027628.a_Ga0209463_1002835	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Diptilomiopus
IMG_3300027732.a_Ga0209442_1002515_1	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Spermatozopsis
IMG_3300027771.a_Ga0209279_10004455	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX
IMG_3300027781.a_Ga0209175_10002403	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Suctoria_X;Suctoria_XX
IMG_3300027789.a_Ga0209174_10007042	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Diplophrydaceae;Diplophrys
IMG_3300027833.a_Ga0209092_10010845	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X
IMG_3300028029.a_Ga0256845_1003148	Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa;Endomyxa_X;Endomyxa_XX;Endo5-lineage_XXX
IMG_3300028135.a_Ga0228606_1001396	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X
IMG_3300028664.a_Ga0302164_10001493	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Mayetiola
IMG_3300028666.a_Ga0265336_10001627	Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Oryza
IMG_3300028804.a_Ga0268298_10009312_1	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Evaginogenida;Evaginogenida_X
IMG_3300029314.a_Ga0239302_102520	Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;OLIGO2;OLIGO2_X
IMG_3300029895.a_Ga0247043_1002148_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Cladophialophora
IMG_3300029907.a_Ga0311329_10016923	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Gregarinidae;Gregarina3
IMG_3300029923.a_Ga0311347_10016086	Eukaryota;Excavata_dummy;Metamonada_dummy;Fornicata_dummy;Fornicata_X_dummy;Diplomonadida_dummy;Hexamitidae_dummy;Hexamita_dummy
IMG_3300029986.a_Ga0302188_10006233	Eukaryota;Excavata_dummy;Metamonada_dummy;Fornicata_dummy;Fornicata_X_dummy;Diplomonadida_dummy;Hexamitidae_dummy;Trimitus_dummy
IMG_3300030000.a_Ga0311337_10005795	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Surapoda
IMG_3300030019.a_Ga0311348_10008095_1	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Sandonidae;Flectomonas
IMG_3300030498.a_Ga0268247_10001266	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Aculops
IMG_3300030746.a_Ga0302312_10002593	Eukaryota;Obazoa;Opisthokonta;Fungi;Zoopagomycota;Zoopagomycota_X;Zoopagomycota_XX;Zoopagomycota_XXX
IMG_3300031235.a_Ga0265330_10001652_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Hyphodiscus
IMG_3300031261.a_Ga0302140_10015449	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Tokophryidae;Tokophrya
IMG_3300031449.a_Ga0272429_1013531	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Bellemerea
IMG_3300031449.a_Ga0272429_1024713	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Neofabraea
IMG_3300031470.a_Ga0272432_1006263_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecidea
IMG_3300031471.a_Ga0272439_1007397	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Tuckermannopsis
IMG_3300031520.a_Ga0272428_1004612_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Psora
IMG_3300031608.a_Ga0307999_1001226	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Anthozoa;Anthoptilum
IMG_3300031675.a_Ga0302122_10006418	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X
IMG_3300031715.a_Ga0307476_10002400	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Tectonidula
IMG_3300031886.a_Ga0315318_10003331	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X
IMG_3300031954.a_Ga0306926_10018294	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Chaetomium
IMG_3300032011.a_Ga0315316_10011588	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X
IMG_3300032162.a_Ga0272424_1008799	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Colletotrichum
IMG_3300032277.a_Ga0316202_10001157	Eukaryota;TSAR_dummy;Rhizaria_dummy;Foraminifera_dummy;Monothalamids_dummy;Monothalamids_X_dummy;Monothalamids_XX_dummy;Astrorhiza_dummy
IMG_3300032456.a_Ga0335394_10019326	Eukaryota;Obazoa;Opisthokonta;Fungi;Rozellomycota;Rozellomycota_X;Rozellomycota_XX;Rozellomycota_XXX
IMG_3300032782.a_Ga0335082_10009011	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Spadicoides
IMG_3300032820.a_Ga0310342_100009076	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Sphaerozoidae;Sphaerozoum
IMG_3300032829.a_Ga0335070_10006423	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustanciosporium
IMG_3300032829.a_Ga0335070_10007802_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Phialophora
IMG_3300032829.a_Ga0335070_10046457	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Coniophora
IMG_3300032898.a_Ga0335072_10006936	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Massaria
IMG_3300032955.a_Ga0335076_10005111	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Venturia
IMG_3300033415.a_Ga0316607_1001230	Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Parameciidae;Paramecium
IMG_3300033552.a_Ga0326734_1000395	Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Rhizophydiales;Rhizophydiales_X;Rhizophydiales_XX
IMG_3300034064.a_Ga0335001_0008992	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Ankistrodesmus
IMG_3300034167.a_Ga0335017_0002574	Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX
IMG_3300034272.a_Ga0335049_0006500_1	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Suctoria_X;Suctoria_XX
IMG_3300035157.a_Ga0373644_0002153	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Centropages
IMG_3300035180.a_Ga0373631_0024398	Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;Unclassified_Provorticidae
IMG_3300035205.a_Ga0373649_0011024	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-21;Dino-Group-II-Clade-21_X
IMG_3300036762.a_Ga0376078_0008273_1	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_7;Hartmannulidae;Hartmannulidae_X
IMG_3300036772.a_Ga0376650_0006659	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Gregarinidae;Leidyana2
IMG_3300036780.a_Ga0376652_0031389	Eukaryota;Obazoa;Opisthokonta;Fungi;Rozellomycota;Rozellomycota_X;Rozellomycota_XX;Rozellomycota_XXX
IMG_3300036782.a_Ga0376654_0005272	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Gregarinidae;Leidyana1
IMG_3300036936.a_Ga0392314_0000355	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulaceae;Labyrinthula
IMG_3300037311.a_Ga0394881_0012179	Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Arcellinida;Difflugina;Bullinularia
IMG_3300037311.a_Ga0394881_0025294	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_8;Dysteriidae;Trochilia
IMG_3300037408.a_Ga0392393_0014182	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Monocystis
IMG_3300037418.a_Ga0395900_0017261_1	Eukaryota;Obazoa;Opisthokonta;Fungi;Blastocladiomycota;Blastocladiomycotina;Blastocladiomycetes;Coelomomyces
IMG_3300037431.a_Ga0400322_000219	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycotina_X;Pycnora
IMG_3300037541.a_Ga0335043_0016219	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium
IMG_3300037604.a_Ga0394809_001694	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Acinetidae_2;Acineta_1
IMG_3300037837.a_Ga0427890_001385	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paracalanus
IMG_3300038328.a_Ga0427886_001045	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Metridia
IMG_3300038619.a_Ga0427940_0017250	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Aphagea;Distigmidae;Distigma
IMG_3300038696.a_Ga0400669_005292	Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Anoecales;Cafeteriaceae;Cafeteria
IMG_3300041964.a_Ga0456421_38830	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Corynespora
IMG_3300042110.a_Ga0451514_0004349	Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX
IMG_3300042199.a_Ga0451521_0005052	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Culiseta
IMG_3300042289.a_Ga0453148_0016262	Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX
IMG_3300042309.a_Ga0453170_0005525_1	Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Bicoecales;Bicoecaceae;Bicoecaceae_X
